Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2026-02-26,LTSE (L),853973.000000,876902.000000,1042114.000000,2772989.000000,52158113.265000,73772727.965000,41898829.317000,167829670.547000,9035,1545,11397,21977
2026-02-26,NYSE Texas (M),23344608.000000,14607798.000000,32983167.000000,70935573.000000,2006363923.896900,1847431075.073800,3898780981.865800,7752575980.836500,63304,16114,64575,143993
2026-02-26,NYSE (N),1357609252.000000,133785170.000000,213568010.000000,1704962432.000000,78406337636.482482,8094404270.873101,10432458164.607004,96933200071.962587,7398478,608058,1631200,9637736
2026-02-26,NYSE Arca (P),319938759.000000,843071676.000000,929586223.000000,2092596658.000000,16918754213.276607,52472699057.123998,47816292736.073781,117207746006.474386,4081823,3760035,7895808,15737666
2026-02-26,NASDAQ (Q),620993379.000000,418736048.000000,1948731550.000000,2988460977.000000,38428812075.564189,39746603488.927099,151000086320.921674,229175501885.412962,9105038,3289785,15755855,28150678
2026-02-26,Members Exchange (U),77790231.000000,112136456.000000,244351960.000000,434278647.000000,4102733874.655700,5853817283.605397,10009308739.932196,19965859898.193293,849436,597237,1380367,2827040
2026-02-26,Investors Exchange (V),287108177.000000,219375745.000000,306748582.000000,813232504.000000,15396194239.661196,8374349291.832693,16660868308.640206,40431411840.134095,3405196,681164,3108398,7194758
2026-02-26,NASDAQ PSX (X),8023397.000000,8647526.000000,10388330.000000,27059253.000000,591109851.377800,900816582.143900,865352692.220400,2357279125.742100,134866,41522,158075,334463
2026-02-26,BYX Equities (Y),38972526.000000,38953969.000000,62133947.000000,140060442.000000,1753959358.038500,1983313719.004801,2461678784.978499,6198951862.021800,454353,187175,571797,1213325
2026-02-26,BZX Equities (Z),235230291.000000,255224541.000000,316767097.000000,807221929.000000,14112836211.221896,15848677532.088298,22918933642.872502,52880447386.182696,3461169,1577558,3868589,8907316
2026-02-25,NYSE American (A),5308287.000000,34787227.000000,6583202.000000,46678716.000000,275796275.884000,574803864.498400,337078028.653900,1187678169.036300,57874,96572,59718,214164
2026-02-25,NASDAQ Texas (B),15957172.000000,12014761.000000,22252689.000000,50224622.000000,1228280850.463900,595948931.514800,1469656844.410700,3293886626.389400,249320,102083,294374,645777
2026-02-25,NYSE National (C),19883956.000000,28913787.000000,24040383.000000,72838126.000000,913574993.814500,627517679.151100,945749662.977400,2486842335.943000,261247,77971,262362,601580
2026-02-25,FINRA / Nasdaq TRF Chicago (DB),15237029.988200,13143919.993000,34885895.085330,63266845.066530,813200845.564307,560621156.259803,2523779936.077804,3897601937.901914,123197,48126,235043,406366
2026-02-25,FINRA / NYSE TRF (DN),91225870.041516,83182357.058853,219829117.583659,394237344.684028,4606978908.664567,4175110886.715795,6779593305.239473,15561683100.619835,713062,274776,979203,1967041
2026-02-25,FINRA / Nasdaq TRF Carteret (DQ),2439167689.267129,1900364347.043423,4187273683.002823,8526805719.313375,136620180455.426587,79570008716.973151,200562251880.337044,416752441052.736782,21374219,5996062,25074937,52445218
2026-02-25,24X National Exchange (G),528771.000000,411413.000000,1775087.000000,2715271.000000,14083077.270000,32963142.986100,218798594.991900,265844815.248000,3247,3555,15402,22204
2026-02-25,MIAX Pearl (H),21890366.000000,46932715.000000,71887195.000000,140710276.000000,946063007.872700,1932649486.925000,1948128043.901100,4826840538.698800,239768,197085,385825,822678
2026-02-25,EDGA Equities (J),30403633.000000,29013369.000000,84015604.000000,143432606.000000,1706289643.276500,1483197038.629900,2502501404.412101,5691988086.318501,403398,154780,570974,1129152
2026-02-25,EDGX Equities (K),165236678.000000,186316016.000000,424521964.000000,776074658.000000,9050285303.704700,9452026075.933497,21072534835.897115,39574846215.535312,2194689,1185449,3564136,6944274
2026-02-25,LTSE (L),697250.000000,1092514.000000,511198.000000,2300962.000000,38790434.160000,66452898.775000,25758001.914000,131001334.849000,6197,1358,7790,15345
2026-02-25,NYSE Texas (M),24857714.000000,22609441.000000,35052752.000000,82519907.000000,2683902549.566500,2465067177.954000,6650672812.181303,11799642539.701803,50381,13295,54317,117993
2026-02-25,NYSE (N),1216471638.000000,97502822.000000,170309956.000000,1484284416.000000,74167577584.668615,5946259629.932100,7782453081.124903,87896290295.725618,6721548,470799,1400228,8592575
2026-02-25,NYSE Arca (P),278383657.000000,628343686.000000,883798412.000000,1790525755.000000,15659994905.304206,40496027761.363590,37745490553.858777,93901513220.526573,3608616,2861686,6809455,13279757
2026-02-25,NASDAQ (Q),543978160.000000,312998781.000000,1698580717.000000,2555557658.000000,34269383413.555397,26148861726.211513,130480787986.110293,190899033125.877203,8053867,2274679,13579745,23908291
2026-02-25,Members Exchange (U),72685422.000000,91879412.000000,259310261.000000,423875095.000000,4144786185.202300,4837823081.610799,8168811390.933997,17151420657.747096,767957,471643,1204497,2444097
2026-02-25,Investors Exchange (V),260005002.000000,165439316.000000,284904440.000000,710348758.000000,14389502166.735898,6417410207.942501,15049376772.156203,35856289146.834602,3257589,573017,2920085,6750691
2026-02-25,NASDAQ PSX (X),8789128.000000,7066570.000000,9880462.000000,25736160.000000,612160648.803900,655358320.466800,845140486.250000,2112659455.520700,129871,34773,154631,319275
2026-02-25,BYX Equities (Y),37151144.000000,34561810.000000,50964888.000000,122677842.000000,1669105509.629600,1609695074.071400,2291027259.581701,5569827843.282701,442569,166493,512013,1121075
2026-02-25,BZX Equities (Z),205421821.000000,194186379.000000,283706432.000000,683314632.000000,12650969078.622903,11915201747.497605,18888298786.849306,43454469612.969814,3094278,1164996,3338526,7597800
2026-02-24,NYSE American (A),5080911.000000,31492750.000000,6297616.000000,42871277.000000,261300493.455900,517626911.782700,295306645.150100,1074234050.388700,54092,97828,54473,206393
2026-02-24,NASDAQ Texas (B),15218310.000000,11783047.000000,21130698.000000,48132055.000000,1156193561.197700,626162724.630600,1466561783.953000,3248918069.781300,240537,101370,284420,626327
2026-02-24,NYSE National (C),18774323.000000,14833215.000000,20494327.000000,54101865.000000,794649243.933000,605683008.708900,838186703.908100,2238518956.550000,230328,75346,229645,535319
2026-02-24,FINRA / Nasdaq TRF Chicago (DB),15019245.287740,14590629.319000,31470130.840070,61080005.446810,794765776.616085,657452128.165174,2467214658.450965,3919432563.232224,114711,47369,227763,389843
2026-02-24,FINRA / NYSE TRF (DN),103784495.925726,83007783.690865,217675803.792372,404468083.408963,5160846181.205566,3873761210.644837,7144360380.060111,16178967771.910514,695344,250291,921025,1866660
2026-02-24,FINRA / Nasdaq TRF Carteret (DQ),2345965152.611719,2012312099.048952,3869724281.408239,8228001533.068910,130302400826.489151,87898062975.886265,194849451341.194741,413049915143.570157,20945106,5867920,24268571,51081597
2026-02-24,24X National Exchange (G),580613.000000,625278.000000,2360256.000000,3566147.000000,18152502.293600,39166317.378500,302566365.710000,359885185.382100,4284,4304,21881,30469
2026-02-24,MIAX Pearl (H),22194307.000000,49721197.000000,74985756.000000,146901260.000000,968190208.132700,2187090450.454300,2166984513.481499,5322265172.068499,240356,212301,387819,840476
2026-02-24,EDGA Equities (J),30032621.000000,26808658.000000,82758434.000000,139599713.000000,1729613628.292300,1756104848.637400,2397202577.015600,5882921053.945300,399757,160435,546891,1107083
2026-02-24,EDGX Equities (K),161983006.000000,195742505.000000,398289949.000000,756015460.000000,8939196285.528695,10735321027.625509,20695843249.964106,40370360563.118310,2126987,1298649,3378912,6804548
2026-02-24,LTSE (L),463948.000000,692643.000000,837259.000000,1993850.000000,27985194.495000,53023687.095000,39801304.792000,120810186.382000,5360,948,6961,13269
2026-02-24,NYSE Texas (M),22321790.000000,19972096.000000,23069646.000000,65363532.000000,1839611382.974600,1601678225.762800,3320615222.222802,6761904830.960202,50431,12552,56480,119463
2026-02-24,NYSE (N),1217712971.000000,99353777.000000,169713600.000000,1486780348.000000,73150291714.339114,6883301475.515402,7080806289.305599,87114399479.160115,6730770,519275,1307606,8557651
2026-02-24,NYSE Arca (P),270084263.000000,649733055.000000,808380400.000000,1728197718.000000,14992936766.084501,43287527558.648878,33968756717.971373,92249221042.704752,3442625,2937884,6266414,12646923
2026-02-24,NASDAQ (Q),546671053.000000,325182585.000000,1626583705.000000,2498437343.000000,33504532675.576505,32244723751.163615,125380498583.432678,191129755010.172798,8007561,2605437,13160722,23773720
2026-02-24,Members Exchange (U),67865374.000000,88644266.000000,224688391.000000,381198031.000000,3707374027.121700,5300250537.557097,7937564311.980597,16945188876.659394,719352,527165,1094091,2340608
2026-02-24,Investors Exchange (V),266408799.000000,186856195.000000,260613989.000000,713878983.000000,14666898948.068699,7400248434.067799,14036136039.710899,36103283421.847397,3268983,608563,2802125,6679671
2026-02-24,NASDAQ PSX (X),8808258.000000,6780197.000000,9518573.000000,25107028.000000,631997129.666500,842691532.705800,808513270.434800,2283201932.807100,133050,36475,145576,315101
2026-02-24,BYX Equities (Y),36846425.000000,28735791.000000,46076827.000000,111659043.000000,1770951235.667100,1603728537.471100,2122083900.025299,5496763673.163499,461755,168958,512991,1143704
2026-02-24,BZX Equities (Z),205082490.000000,187790427.000000,269106320.000000,661979237.000000,12840360139.946000,13045244259.940500,18080694282.202401,43966298682.088901,3096353,1267325,3185202,7548880
2026-02-23,NYSE American (A),5365020.000000,35615799.000000,6229737.000000,47210556.000000,292204401.482500,618565072.793400,322895091.278700,1233664565.554600,55796,108338,56217,220351
2026-02-23,NASDAQ Texas (B),16362451.000000,12377827.000000,20486008.000000,49226286.000000,1246345207.904000,712910805.221400,1218608722.695600,3177864735.821000,241572,110849,264148,616569
2026-02-23,NYSE National (C),19573720.000000,19090609.000000,22902564.000000,61566893.000000,917409180.198400,710987065.164800,865124028.301300,2493520273.664500,248866,89741,243780,582387
2026-02-23,FINRA / Nasdaq TRF Chicago (DB),13824574.858380,12561802.793720,27613188.767910,53999566.420010,657670478.204651,538163351.837729,1958526418.214400,3154360248.256780,107258,45406,192835,345499
2026-02-23,FINRA / NYSE TRF (DN),100371579.830694,95606144.707309,209150619.832474,405128344.370477,5205821090.234579,3966672265.680065,6466451129.168331,15638944485.082975,745902,313157,976038,2035097
2026-02-23,FINRA / Nasdaq TRF Carteret (DQ),2486102201.345061,2263719189.826417,4060977119.817635,8810798510.989113,135762965710.945036,99238040998.200248,193829981846.120821,428830988555.266105,22636564,7063879,25658373,55358816
2026-02-23,24X National Exchange (G),643919.000000,639580.000000,2096428.000000,3379927.000000,24443606.665000,51167461.478900,258278528.585000,333889596.728900,4519,4553,19726,28798
2026-02-23,MIAX Pearl (H),26996373.000000,55476813.000000,107755178.000000,190228364.000000,1028560558.056700,2333989551.451600,1983996159.579199,5346546269.087499,262542,235531,393987,892060
2026-02-23,EDGA Equities (J),31803213.000000,39416933.000000,103814961.000000,175035107.000000,1719557187.156800,1961332982.894000,2218269667.192000,5899159837.242800,404346,187123,522067,1113536
2026-02-23,EDGX Equities (K),183809218.000000,201625482.000000,418435367.000000,803870067.000000,9388074999.552801,11749878120.209703,18910074276.082489,40048027395.844993,2357109,1439264,3386150,7182523
2026-02-23,LTSE (L),497843.000000,823640.000000,575831.000000,1897314.000000,27564542.765000,17940101.355000,23650186.541800,69154830.661800,6347,1317,8121,15785
2026-02-23,NYSE Texas (M),14271339.000000,20683155.000000,21360341.000000,56314835.000000,1276368826.543500,2112671022.651100,2780739369.030900,6169779218.225500,47816,14341,49654,111811
2026-02-23,NYSE (N),1259228147.000000,108487208.000000,167511064.000000,1535226419.000000,74618903688.971870,7320360549.249097,7491243973.433699,89430508211.654666,7219474,576037,1359722,9155233
2026-02-23,NYSE Arca (P),327013364.000000,765240427.000000,820187305.000000,1912441096.000000,16314677022.421895,50566376272.957701,35304926851.724023,102185980147.103619,3831470,3484820,6353765,13670055
2026-02-23,NASDAQ (Q),599610559.000000,392706593.000000,1636054822.000000,2628371974.000000,36843499220.917010,40986158804.402199,126141199909.740184,203970857935.059393,8640703,3028027,13589964,25258694
2026-02-23,Members Exchange (U),80964909.000000,107842594.000000,250560183.000000,439367686.000000,4056114643.895200,5528947948.120203,7680123909.726304,17265186501.741707,789290,590981,1123975,2504246
2026-02-23,Investors Exchange (V),279074917.000000,177853948.000000,269117085.000000,726045950.000000,15472468454.849599,7928787406.405601,14746058833.520095,38147314694.775295,3399848,634286,2874882,6909016
2026-02-23,NASDAQ PSX (X),6748352.000000,7560435.000000,8059510.000000,22368297.000000,534883816.500300,839318109.109800,699080939.146300,2073282864.756400,111939,37452,118514,267905
2026-02-23,BYX Equities (Y),39291083.000000,32987197.000000,48280938.000000,120559218.000000,1971455526.009300,1815944797.016599,2065087740.119401,5852488063.145300,469356,179372,505949,1154677
2026-02-23,BZX Equities (Z),219153940.000000,217388735.000000,282168198.000000,718710873.000000,13051711526.149491,15209523053.106100,17996775618.142502,46258010197.398093,3244962,1435547,3193406,7873915
2026-02-20,NYSE American (A),5114001.000000,65576854.000000,6516108.000000,77206963.000000,273342157.784700,861378864.060500,372355155.324500,1507076177.169700,57573,119562,59392,236527
2026-02-20,NASDAQ Texas (B),15468996.000000,15043902.000000,20721851.000000,51234749.000000,1124988019.424600,942815377.089600,1382918997.146100,3450722393.660300,239588,127821,279554,646963
2026-02-20,NYSE National (C),20805651.000000,18233717.000000,22989197.000000,62028565.000000,877288702.757400,781325112.404800,883618499.521500,2542232314.683700,241937,96414,248631,586982
2026-02-20,FINRA / Nasdaq TRF Chicago (DB),14598922.000000,15679378.000000,34438615.000000,64716915.000000,693883390.671300,697156477.905000,2490586367.728001,3881626236.304301,109165,50456,224692,384313
2026-02-20,FINRA / NYSE TRF (DN),87123903.000000,89406429.000000,210723941.000000,387254273.000000,4442204285.253200,5037838831.649606,9922245234.027493,19402288350.930299,656353,285851,971871,1914075
2026-02-20,FINRA / Nasdaq TRF Carteret (DQ),2280711178.000000,2197687202.000000,3768108021.000000,8246506401.000000,121608063426.038546,92458859658.309273,192951571255.466514,407018494339.814333,19952840,6338995,24036054,50327889
2026-02-20,24X National Exchange (G),487193.000000,875439.000000,2008425.000000,3371057.000000,9828721.591000,76214401.112000,257534033.209200,343577155.912200,2401,6392,18224,27017
2026-02-20,MIAX Pearl (H),21747753.000000,82925777.000000,71179155.000000,175852685.000000,855251093.883700,3410058580.051801,2278075926.335300,6543385600.270801,239954,323832,412290,976076
2026-02-20,EDGA Equities (J),29540469.000000,34198279.000000,75668649.000000,139407397.000000,1615747363.028200,2161625143.060900,2561513486.694698,6338885992.783798,388068,202522,571025,1161615
2026-02-20,EDGX Equities (K),164980051.000000,278736673.000000,387402013.000000,831118737.000000,8759718412.477600,14385879934.060206,21145035754.161798,44290634100.699604,2176214,1708271,3524629,7409114
2026-02-20,LTSE (L),473914.000000,1110936.000000,1350173.000000,2935023.000000,27326529.630000,59838690.165000,48412470.943400,135577690.738400,6132,3241,8481,17854
2026-02-20,NYSE Texas (M),30529947.000000,29428341.000000,44960700.000000,104918988.000000,3504316294.207500,5242409059.509901,8741413130.992302,17488138484.709703,40328,14201,48941,103470
2026-02-20,NYSE (N),1413482258.000000,134561515.000000,175550595.000000,1723594368.000000,86806819142.051695,10007113817.184900,9496002485.151801,106309935444.388396,7034934,693775,1473290,9201999
2026-02-20,NYSE Arca (P),275197990.000000,860964458.000000,827637846.000000,1963800294.000000,14714281673.113805,55803574080.138382,40713543580.217384,111231399333.469571,3520183,3898880,6990368,14409431
2026-02-20,NASDAQ (Q),560492250.000000,446559748.000000,1777429727.000000,2784481725.000000,33615610613.087795,42690430527.359799,138641772321.063302,214947813461.510896,8130627,3478117,13905268,25514012
2026-02-20,Members Exchange (U),70722327.000000,128995655.000000,204701675.000000,404419657.000000,3838208348.148301,7126307051.466497,8760188890.933104,19724704290.547902,734514,672140,1183128,2589782
2026-02-20,Investors Exchange (V),261529486.000000,194547984.000000,262191395.000000,718268865.000000,14334231027.318104,8260173040.706995,14971920002.096397,37566324070.121496,3257121,663453,2859103,6779677
2026-02-20,NASDAQ PSX (X),5885885.000000,8749814.000000,8079502.000000,22715201.000000,455272119.899200,1222374256.498900,759570282.438200,2437216658.836300,102918,52207,129015,284140
2026-02-20,BYX Equities (Y),35811534.000000,33991419.000000,44564071.000000,114367024.000000,1532763474.449500,1964128741.315601,2082986003.538200,5579878219.303301,425384,188786,508093,1122263
2026-02-20,BZX Equities (Z),207296719.000000,256891417.000000,276104242.000000,740292378.000000,12477726055.067299,17601055870.631001,21152274309.692115,51231056235.390415,3120630,1688543,3357628,8166801
2026-02-19,NYSE American (A),5034810.000000,37095400.000000,5660793.000000,47791003.000000,243608113.536400,550237958.534000,267008574.902800,1060854646.973200,55398,130221,50193,235812
2026-02-19,NASDAQ Texas (B),15746248.000000,10477072.000000,18956232.000000,45179552.000000,1238555701.419900,534067865.553800,1123154855.675700,2895778422.649400,247205,90708,260033,597946
2026-02-19,NYSE National (C),18870181.000000,15528831.000000,21406633.000000,55805645.000000,843081319.740200,568226400.616700,682462703.985500,2093770424.342400,241818,75444,245225,562487
2026-02-19,FINRA / Nasdaq TRF Chicago (DB),14320362.000000,14074929.000000,29176868.000000,57572159.000000,687310929.894900,483241413.975700,2121212967.051000,3291765310.921600,100685,43198,184921,328804
2026-02-19,FINRA / NYSE TRF (DN),86621676.000000,87972343.000000,175573352.000000,350167371.000000,4632518458.885599,2708979023.168300,5972243017.614601,13313740499.668500,658493,266475,885374,1810342
2026-02-19,FINRA / Nasdaq TRF Carteret (DQ),2282309627.000000,2130997846.000000,3442207649.000000,7855515122.000000,121094893529.373671,86921427163.836616,167572827060.562199,375589147753.772486,19770910,5825897,22150807,47747614
2026-02-19,24X National Exchange (G),351677.000000,561970.000000,1443155.000000,2356802.000000,7918801.782000,66798510.264000,164871744.649200,239589056.695200,2329,4184,13214,19727
2026-02-19,MIAX Pearl (H),21366432.000000,61692001.000000,61054049.000000,144112482.000000,871930236.590300,2546622404.120501,1720582908.684800,5139135549.395601,231480,242891,352501,826872
2026-02-19,EDGA Equities (J),29750846.000000,28510486.000000,66403202.000000,124664534.000000,1533909750.999500,1408973663.977900,1919209583.222201,4862092998.199601,387801,160098,498514,1046413
2026-02-19,EDGX Equities (K),162072018.000000,215185547.000000,325861809.000000,703119374.000000,8409452897.799701,9700456694.959894,16096214560.156408,34206124152.916003,2082429,1332720,3028556,6443705
2026-02-19,LTSE (L),395468.000000,846314.000000,815836.000000,2057618.000000,24679339.750000,35476003.970000,31458313.062800,91613656.782800,4969,1824,6406,13199
2026-02-19,NYSE Texas (M),15412313.000000,20287934.000000,16834394.000000,52534641.000000,1015501366.793300,2094411530.740000,2809933790.383500,5919846687.916800,39352,10550,42872,92774
2026-02-19,NYSE (N),1191876914.000000,104283311.000000,162216303.000000,1458376528.000000,67212348151.526499,6488393037.794902,6877219997.262198,80577961186.583599,6779901,514518,1281117,8575536
2026-02-19,NYSE Arca (P),278650395.000000,754395084.000000,700111742.000000,1733157221.000000,14594297330.776104,38410832623.962113,28572449770.981693,81577579725.719910,3440692,3136259,5924595,12501546
2026-02-19,NASDAQ (Q),549758416.000000,348307410.000000,1459765190.000000,2357831016.000000,32707197445.302491,29263175789.640609,106152582224.586395,168122955459.529495,7810643,2574064,11825751,22210458
2026-02-19,Members Exchange (U),70480199.000000,110466943.000000,186495612.000000,367442754.000000,3550816785.983700,4752882403.257502,7192767504.513500,15496466693.754702,719965,528775,1055017,2303757
2026-02-19,Investors Exchange (V),257916540.000000,170147979.000000,245395244.000000,673459763.000000,14060880024.839198,6719529309.069804,12883703436.929601,33664112770.838603,3192113,566420,2635121,6393654
2026-02-19,NASDAQ PSX (X),6064873.000000,5019469.000000,6848870.000000,17933212.000000,423377946.340200,696999906.188300,517757660.295500,1638135512.824000,97990,31345,100567,229902
2026-02-19,BYX Equities (Y),34345003.000000,25374945.000000,42564195.000000,102284143.000000,1714369533.921400,1263211742.614800,1734755534.800400,4712336811.336600,451746,148554,476283,1076583
2026-02-19,BZX Equities (Z),206852623.000000,200776555.000000,228078573.000000,635707751.000000,11891284406.587799,11668124481.426099,15080568872.816298,38639977760.830196,2979209,1254629,2801070,7034908
2026-02-18,NYSE American (A),4953311.000000,36647260.000000,6392258.000000,47992829.000000,276970338.498900,588209857.140800,335673896.105700,1200854091.745400,54900,102520,54089,211509
2026-02-18,NASDAQ Texas (B),15482385.000000,10733406.000000,20573982.000000,46789773.000000,1218075204.599800,608138214.824600,1354925026.560100,3181138445.984500,235299,95957,271340,602596
2026-02-18,NYSE National (C),19845006.000000,16947051.000000,22661582.000000,59453639.000000,838043189.881100,737469530.130700,859180512.248000,2434693232.259800,250122,86115,246099,582336
2026-02-18,FINRA / Nasdaq TRF Chicago (DB),12507081.000000,14911398.000000,32764261.000000,60182740.000000,651346847.466500,621229189.156500,2321476867.447499,3594052904.070499,100525,44823,219614,364962
2026-02-18,FINRA / NYSE TRF (DN),84618068.000000,82205334.000000,174661495.000000,341484897.000000,4520825688.938300,3334319177.632402,6132407566.769902,13987552433.340604,654213,245370,929760,1829343
2026-02-18,FINRA / Nasdaq TRF Carteret (DQ),2216472676.000000,1982345303.000000,3780765081.000000,7979583060.000000,119108530230.143303,81467754645.536902,177062923856.882777,377639208732.562982,20374644,5794274,23760625,49929543
2026-02-18,24X National Exchange (G),592037.000000,908507.000000,1790165.000000,3290709.000000,20449235.324000,59365094.165200,188672787.286000,268487116.775200,4894,4958,14961,24813
2026-02-18,MIAX Pearl (H),19227094.000000,58262348.000000,70533431.000000,148022873.000000,753905196.490700,2697162733.638900,2245700764.098701,5696768694.228301,207770,247192,360458,815420
2026-02-18,EDGA Equities (J),30756107.000000,27950970.000000,70110007.000000,128817084.000000,1634640058.556200,1683517981.836501,2148486286.999300,5466644327.392001,402113,157322,507330,1066765
2026-02-18,EDGX Equities (K),152058876.000000,201439438.000000,361784615.000000,715282929.000000,8031404223.132899,10892322567.185905,18521503723.621807,37445230513.940611,2040677,1273195,3299105,6612977
2026-02-18,LTSE (L),357112.000000,1371860.000000,986732.000000,2715704.000000,22038482.085000,58303068.155000,53353786.110800,133695336.350800,4828,1419,5104,11351
2026-02-18,NYSE Texas (M),15264585.000000,12540755.000000,19011615.000000,46816955.000000,1124449229.774000,1397780126.811200,3333950393.439799,5856179750.024999,42284,12759,48691,103734
2026-02-18,NYSE (N),1237793108.000000,107966065.000000,177324925.000000,1523084098.000000,74883670677.332520,6682183201.615598,7374273732.272499,88940127611.220617,6978098,524570,1329528,8832196
2026-02-18,NYSE Arca (P),255519217.000000,685503811.000000,779550442.000000,1720573470.000000,14337771592.593200,41662446607.378186,34024440644.510095,90024658844.481481,3298512,2883568,6240541,12422621
2026-02-18,NASDAQ (Q),540203394.000000,347151636.000000,1611648006.000000,2499003036.000000,33530063591.341803,32728063705.099495,124928574851.067513,191186702147.508811,7920951,2546141,12788198,23255290
2026-02-18,Members Exchange (U),65393144.000000,101288568.000000,205131171.000000,371812883.000000,3689577337.145699,5333609580.804502,7675801153.973998,16698988071.924199,713542,533100,1087630,2334272
2026-02-18,Investors Exchange (V),268717643.000000,169575971.000000,260366987.000000,698660601.000000,14980038343.424502,7500984396.133703,14520097935.135796,37001120674.694001,3366168,589783,2836541,6792492
2026-02-18,NASDAQ PSX (X),6758876.000000,6991103.000000,8954619.000000,22704598.000000,500394229.928800,938363410.534000,682707620.404200,2121465260.867000,109585,34767,118085,262437
2026-02-18,BYX Equities (Y),34876092.000000,28673605.000000,49226610.000000,112776307.000000,1741048558.597000,1589206131.419001,2071269367.453400,5401524057.469401,450680,171969,514311,1136960
2026-02-18,BZX Equities (Z),193199739.000000,200087350.000000,250592992.000000,643880081.000000,11835306913.473105,12914003539.226094,17262529192.934089,42011839645.633288,2924817,1239101,2971584,7135502
2026-02-17,NYSE American (A),5547326.000000,37305720.000000,7720863.000000,50573909.000000,311872151.327300,639842619.389300,405359137.617700,1357073908.334300,61120,121482,62120,244722
2026-02-17,NASDAQ Texas (B),18131079.000000,13119580.000000,20652259.000000,51902918.000000,1426989282.295500,783504411.016700,1525714035.673600,3736207728.985800,265952,114719,300008,680679
2026-02-17,NYSE National (C),18883386.000000,15088879.000000,23224129.000000,57196394.000000,818261371.210100,661119235.625100,864433135.994000,2343813742.829200,237420,84497,254074,575991
2026-02-17,FINRA / Nasdaq TRF Chicago (DB),14116729.000000,19161595.000000,31549598.000000,64827922.000000,713207827.920500,699692064.533800,2414837937.336800,3827737829.791100,116594,54575,233883,405052
2026-02-17,FINRA / NYSE TRF (DN),88506812.000000,106956003.000000,180237992.000000,375700807.000000,5113170596.576103,3369004002.468100,7268688630.535599,15750863229.579802,680303,311273,1067650,2059226
2026-02-17,FINRA / Nasdaq TRF Carteret (DQ),2391504840.000000,2259834938.000000,3785351117.000000,8436690895.000000,130945028882.267613,87968440324.137733,195346659729.624279,414260128936.029625,21104028,6915849,25352568,53372445
2026-02-17,24X National Exchange (G),454477.000000,560108.000000,2102488.000000,3117073.000000,14123264.295000,41275457.951500,226382095.167100,281780817.413600,3598,4152,17273,25023
2026-02-17,MIAX Pearl (H),21264316.000000,63294985.000000,61380924.000000,145940225.000000,832586658.308000,2372331248.154100,1906254024.290699,5111171930.752799,224424,268744,395223,888391
2026-02-17,EDGA Equities (J),27150025.000000,31994424.000000,61950689.000000,121095138.000000,1516284460.259900,1711583047.492400,1979939731.130800,5207807238.883100,370683,178513,532545,1081741
2026-02-17,EDGX Equities (K),157537856.000000,252318069.000000,351182915.000000,761038840.000000,8187533557.497801,13148911834.067400,19100431793.583203,40436877185.148404,2112039,1557359,3602463,7271861
2026-02-17,LTSE (L),387892.000000,1074910.000000,618033.000000,2080835.000000,23155130.905000,54427576.215400,27414875.356100,104997582.476500,5784,2305,7242,15331
2026-02-17,NYSE Texas (M),12432313.000000,9264484.000000,17236980.000000,38933777.000000,1036257888.973200,1042711246.910500,2598437841.741500,4677406977.625200,56169,14751,63288,134208
2026-02-17,NYSE (N),1326927449.000000,121229782.000000,186131192.000000,1634288423.000000,80116951579.023604,8163233562.893699,8039877927.481598,96320063069.398901,7292006,626063,1404442,9322511
2026-02-17,NYSE Arca (P),271349216.000000,843853766.000000,763008286.000000,1878211268.000000,14796932506.743395,52003186897.230697,35806597251.751808,102606716655.725900,3458758,3802441,7039911,14301110
2026-02-17,NASDAQ (Q),571835631.000000,425645334.000000,1667812987.000000,2665293952.000000,34721080962.812500,42382763129.015686,131004407385.857393,208108251477.685579,8287927,3260750,13659406,25208083
2026-02-17,Members Exchange (U),70536302.000000,129593701.000000,181578541.000000,381708544.000000,3700775083.380299,5705509274.786098,8453728340.973097,17860012699.139494,739432,618054,1196447,2553933
2026-02-17,Investors Exchange (V),278309903.000000,187454378.000000,258358479.000000,724122760.000000,15527552970.310601,7596139757.322802,15008910892.221698,38132603619.855101,3381116,610183,2860893,6852192
2026-02-17,NASDAQ PSX (X),7725795.000000,7244767.000000,8851059.000000,23821621.000000,614068948.045000,949675886.394200,750297607.536300,2314042441.975500,124103,42907,137330,304340
2026-02-17,BYX Equities (Y),35878605.000000,35981068.000000,45334039.000000,117193712.000000,1780294801.072800,1774126984.993200,2318846068.388799,5873267854.454799,454624,187004,536905,1178533
2026-02-17,BZX Equities (Z),210053556.000000,247966048.000000,259171224.000000,717190828.000000,12865990483.796697,15858245477.028604,18382923751.278507,47107159712.103808,3183421,1551838,3260735,7995994
2026-02-13,NYSE American (A),7708833.000000,39020047.000000,8886274.000000,55615154.000000,502063255.702000,665991470.657900,589707300.415500,1757762026.775400,88968,112457,81999,283424
2026-02-13,NASDAQ Texas (B),20793601.000000,14294575.000000,24031603.000000,59119779.000000,1674469493.409900,855587499.580000,1960397469.434700,4490454462.424600,303141,110637,330871,744649
